,State,County,City,Hospital,Location,Patient Rating,Completed Surveys,Survey Response Rate (%),Deaths,Population,Crude Rate,Age Adjusted Rate,% of Total Deaths
2900,MA,WORCESTER,GARDNER,HEYWOOD HOSPITAL -,"242 GREEN STREET
GARDNER, MA
(42.586565, -71.986165)",3,351,28,7086,819589,864.58,725.67,0.26
2901,MD,HOWARD,COLUMBIA,HOWARD COUNTY GENERAL HOSPITAL,"5755 CEDAR LANE
COLUMBIA, MD
(39.214405, -76.887198)",3,2402,20,1596,317233,503.1,512.78,0.06
2902,MA,BRISTOL,FALL RIVER,SAINT ANNE'S HOSPITAL,"795 MIDDLE STREET
FALL RIVER, MA
(41.693321, -71.163642)",4,987,24,5320,558324,952.85,748.03,0.19
2903,MA,BRISTOL,ATTLEBORO,STURDY MEMORIAL HOSPITAL,"211 PARK STREET
ATTLEBORO, MA
(41.942695, -71.275279)",4,377,23,5320,558324,952.85,748.03,0.19
2904,MA,BRISTOL,FALL RIVER,"SOUTHCOAST HOSPITAL GROUP, INC","363 HIGHLAND AVENUE
FALL RIVER, MA
(41.710584, -71.146181)",3,2006,22,5320,558324,952.85,748.03,0.19
2905,MA,BRISTOL,TAUNTON,MORTON HOSPITAL,"88 WASHINGTON STREET
TAUNTON, MA
(41.905583, -71.09435)",2,746,19,5320,558324,952.85,748.03,0.19
2906,MA,HAMPDEN,PALMER,BAYSTATE WING HOSPITAL AND MEDICAL CENTERS,"40 WRIGHT STREET
PALMER, MA
(42.16813, -72.342457)",3,405,29,4441,468467,947.99,747.1,0.16
2907,MA,HAMPDEN,HOLYOKE,HOLYOKE MEDICAL CENTER,"575 BEECH STREET
HOLYOKE, MA
(42.199616, -72.627087)",3,502,22,4441,468467,947.99,747.1,0.16
2908,MA,HAMPDEN,WESTFIELD,BAYSTATE NOBLE HOSPITAL,"115 WEST SILVER STREET
WESTFIELD, MA
(42.117789, -72.760397)",3,311,28,4441,468467,947.99,747.1,0.16
2909,MA,HAMPDEN,SPRINGFIELD,MERCY MEDICAL CTR,"271 CAREW STREET
SPRINGFIELD, MA
(42.115878, -72.595442)",3,1908,28,4441,468467,947.99,747.1,0.16
2910,MA,HAMPDEN,SPRINGFIELD,BAYSTATE MEDICAL CENTER,"759 CHESTNUT STREET
SPRINGFIELD, MA
(42.121712, -72.605956)",3,3123,29,4441,468467,947.99,747.1,0.16
2911,MA,BERKSHIRE,PITTSFIELD,BERKSHIRE MEDICAL CENTER INC - 1,"725 NORTH STREET
PITTSFIELD, MA
(42.458748, -73.249004)",3,482,26,1445,126903,1138.66,696,0.05
2912,MA,BERKSHIRE,GREAT BARRINGTON,FAIRVIEW HOSPITAL,"29 LEWIS AVENUE
GREAT BARRINGTON, MA
(42.191982, -73.372523)",5,213,34,1445,126903,1138.66,696,0.05
2913,MA,SUFFOLK,BRIGHTON,ST ELIZABETH'S MEDICAL CENTER,"736 CAMBRIDGE STREET
BRIGHTON, MA
(42.349886, -71.147833)",3,879,25,4778,784230,609.26,646.89,0.17
2914,MA,SUFFOLK,BOSTON,BOSTON MEDICAL CENTER CORPORATION-,"1 BOSTON MEDICAL CENTER PLACE
BOSTON, MA
(42.33481, -71.07448)",3,2014,12,4778,784230,609.26,646.89,0.17
2915,MA,SUFFOLK,BOSTON,CARNEY HOSPITAL,"2100 DORCHESTER AVENUE
BOSTON, MA
(42.277963, -71.066483)",2,339,13,4778,784230,609.26,646.89,0.17
2916,MA,SUFFOLK,BOSTON,MASSACHUSETTS GENERAL HOSPITAL,"55 FRUIT STREET
BOSTON, MA
(42.362397, -71.068752)",4,5076,22,4778,784230,609.26,646.89,0.17
2917,MA,SUFFOLK,BOSTON,MASSACHUSETTS EYE AND EAR INFIRMARY -,"243 CHARLES STREET
BOSTON, MA
(42.36315, -71.070375)",4,350,34,4778,784230,609.26,646.89,0.17
2918,MA,SUFFOLK,BOSTON,BETH ISRAEL DEACONESS MEDICAL CENTER,"330 BROOKLINE AVENUE
BOSTON, MA
(42.340575, -71.105504)",3,5194,24,4778,784230,609.26,646.89,0.17
2919,MA,SUFFOLK,BOSTON,TUFTS MEDICAL CENTER,"800 WASHINGTON STREET
BOSTON, MA
(42.283481, -71.071473)",4,514,23,4778,784230,609.26,646.89,0.17
2920,MA,SUFFOLK,BOSTON,NEW ENGLAND BAPTIST HOSPITAL,"125 PARKER HILL AVENUE
BOSTON, MA
(42.330424, -71.107884)",4,959,54,4778,784230,609.26,646.89,0.17
2921,MA,SUFFOLK,BOSTON,BRIGHAM AND WOMEN'S HOSPITAL,"75 FRANCIS STREET
BOSTON, MA
(42.335814, -71.107434)",4,1157,25,4778,784230,609.26,646.89,0.17
2922,MA,SUFFOLK,BOSTON,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,"1153 CENTRE STREET
BOSTON, MA
(42.30066, -71.127432)",4,604,27,4778,784230,609.26,646.89,0.17
2923,MA,FRANKLIN,GREENFIELD,BAYSTATE FRANKLIN MEDICAL CENTER,"164 HIGH STREET
GREENFIELD, MA
(42.595606, -72.591287)",3,316,28,719,70382,1021.57,732.08,0.03
2924,MA,HAMPSHIRE,NORTHAMPTON,"COOLEY DICKINSON HOSPITAL INC,THE","30 LOCUST STREET
NORTHAMPTON, MA
(42.331626, -72.653372)",3,563,31,1225,161816,757.03,633.75,0.04
2925,MA,BARNSTABLE,HYANNIS,CAPE COD HOSPITAL,"88 LEWIS BAY ROAD
HYANNIS, MA
(41.652823, -70.274847)",4,3035,32,2938,214276,1371.13,693.21,0.11
2926,MA,BARNSTABLE,FALMOUTH,FALMOUTH HOSPITAL,"67 &amp; 100 TER HEUN DRIVE
FALMOUTH, MA
(41.564962, -70.621126)",3,1031,28,2938,214276,1371.13,693.21,0.11
2927,MA,PLYMOUTH,PLYMOUTH,BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH,"275 SANDWICH STREET
PLYMOUTH, MA
(41.944246, -70.64472)",4,1144,30,4741,513565,923.15,727.66,0.17
2928,MA,PLYMOUTH,BROCKTON,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,"680 CENTER STREET
BROCKTON, MA
(42.08621, -70.991083)",3,583,17,4741,513565,923.15,727.66,0.17
2929,MA,PLYMOUTH,BROCKTON,GOOD SAMARITAN MEDICAL CENTER,"235 NORTH PEARL STREET
BROCKTON, MA
(42.09707, -71.065645)",2,979,20,4741,513565,923.15,727.66,0.17
2930,MA,NORFOLK,NEEDHAM,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,"148 CHESTNUT STREET
NEEDHAM, MA
(42.277574, -71.237358)",3,501,29,5873,697181,842.39,624.23,0.21
2931,MA,NORFOLK,NORWOOD,NORWOOD HOSPITAL,"800 WASHINGTON STREET
NORWOOD, MA
(42.189462, -71.20264)",3,788,28,5873,697181,842.39,624.23,0.21
2932,MA,NORFOLK,SOUTH WEYMOUTH,SOUTH SHORE HOSPITAL,"55 FOGG ROAD
SOUTH WEYMOUTH, MA
(42.17472, -70.954075)",3,817,25,5873,697181,842.39,624.23,0.21
2933,MA,NORFOLK,MILTON,BETH ISRAEL DEACONESS HOSPITAL-MILTON INC,"199 REEDSDALE ROAD
MILTON, MA
(42.252352, -71.075213)",3,535,28,5873,697181,842.39,624.23,0.21
2934,MI,KALAMAZOO,KALAMAZOO,BRONSON METHODIST HOSPITAL,"601 JOHN STREET
KALAMAZOO, MI
(42.286165, -85.581333)",4,933,28,2186,261654,835.45,742.26,0.08
2935,MI,KALAMAZOO,KALAMAZOO,BORGESS MEDICAL CENTER,"1521 GULL ROAD
KALAMAZOO, MI
(42.304759, -85.561425)",3,1583,37,2186,261654,835.45,742.26,0.08
2936,MI,OTTAWA,ZEELAND,SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL,"8333 FELCH ST
ZEELAND, MI
(42.819539, -85.988129)",5,529,35,1922,282250,680.96,616.07,0.07
2937,MI,OTTAWA,HOLLAND,HOLLAND COMMUNITY HOSPITAL,"602 MICHIGAN AVE
HOLLAND, MI
(42.774581, -86.112772)",4,356,32,1922,282250,680.96,616.07,0.07
2938,MI,OTTAWA,GRAND HAVEN,NORTH OTTAWA COMMUNITY HEALTH SYSTEM,"1309 SHELDON RD
GRAND HAVEN, MI
(43.05161, -86.227963)",4,350,28,1922,282250,680.96,616.07,0.07
2939,MI,BRANCH,COLDWATER,COMMUNITY HEALTH CENTER OF BRANCH COUNTY,"274 E CHICAGO ST
COLDWATER, MI
(41.938969, -84.990585)",3,410,30,479,43427,1103,890.56,0.02
2940,MI,LENAWEE,ADRIAN,PROMEDICA BIXBY HOSPITAL,"818 RIVERSIDE AVENUE
ADRIAN, MI
(41.912713, -84.049555)",3,410,30,1085,98504,1101.48,854.04,0.04
2941,MI,BERRIEN,ST JOSEPH,"LAKELAND HOSPITAL, ST JOSEPH","1234 NAPIER AVENUE
ST JOSEPH, MI
(42.089742, -86.477194)",3,2064,32,1796,154010,1166.16,838.8,0.07
2942,MI,GRATIOT,ALMA,MIDMICHIGAN MEDICAL CENTER-GRATIOT,"300 E WARWICK DR
ALMA, MI
(43.39168, -84.662278)",4,566,40,432,41202,1048.49,763.42,0.02
2943,MI,MACOMB,CLINTON TOWNSHIP,HENRY FORD MACOMB HOSPITAL,"15855 NINETEEN MILE RD
CLINTON TOWNSHIP, MI
(42.612671, -82.963405)",3,845,30,8694,867730,1001.92,788.32,0.32
2944,MI,MACOMB,MOUNT CLEMENS,MCLAREN MACOMB,"1000 HARRINGTON BLVD
MOUNT CLEMENS, MI
(42.586795, -82.896918)",3,1178,27,8694,867730,1001.92,788.32,0.32
2945,MI,MACOMB,WARREN,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,"11800 EAST TWELVE MILE ROAD
WARREN, MI
(42.507178, -83.003535)",2,2125,29,8694,867730,1001.92,788.32,0.32
2946,MI,BARRY,HASTINGS,SPECTRUM HEALTH PENNOCK,"1009 W GREEN ST
HASTINGS, MI
(42.6442, -85.3021)",4,573,34,573,59702,959.77,753.72,0.02
2947,MI,ALPENA,ALPENA,MIDMICHIGAN MEDICAL CENTER - ALPENA,"1501 W CHISHOLM ST
ALPENA, MI
(45.076857, -83.450672)",3,670,38,372,28704,1295.99,763.99,0.01
2948,MI,HILLSDALE,HILLSDALE,HILLSDALE HOSPITAL,"168 S HOWELL STREET
HILLSDALE, MI
(41.911437, -84.631702)",3,303,22,493,45774,1077.03,819.62,0.02
2949,MI,KENT,GRAND RAPIDS,SAINT MARY'S HEALTH CARE,"200 JEFFERSON AVENUE SE
GRAND RAPIDS, MI
(42.958252, -85.664114)",4,2044,30,4813,642173,749.49,710.53,0.18
2950,MI,KENT,GRAND RAPIDS,SPECTRUM HEALTH - BUTTERWORTH CAMPUS,"100 MICHIGAN ST NE
GRAND RAPIDS, MI
(42.970527, -85.665319)",4,2144,30,4813,642173,749.49,710.53,0.18
2951,MI,KENT,WYOMING,METRO HEALTH HOSPITAL,"5900 BYRON CENTER AVENUE, SW
WYOMING, MI
(42.858067, -85.722937)",4,919,26,4813,642173,749.49,710.53,0.18
2952,MI,LIVINGSTON,HOWELL,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,"620 BYRON RD
HOWELL, MI
(42.615372, -83.939355)",3,593,34,1426,188624,756,654.01,0.05
2953,MI,MUSKEGON,MUSKEGON,MERCY HEALTH MUSKEGON,"1700 CLINTON STREET
MUSKEGON, MI
(43.221939, -86.243075)",3,3914,30,1707,173408,984.38,821.31,0.06
2954,MI,WASHTENAW,ANN ARBOR,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"1500 E MEDICAL CENTER DRIVE, SPC 5474
ANN ARBOR, MI
(42.28534, -83.72904)",3,1214,31,2274,364709,623.51,627.24,0.08
2955,MI,WASHTENAW,YPSILANTI,FOREST HEALTH MEDICAL CENTER,"135 S PROSPECT ST
YPSILANTI, MI
(42.237383, -83.601916)",4,330,36,2274,364709,623.51,627.24,0.08
2956,MI,WASHTENAW,ANN ARBOR,ST JOSEPH MERCY HOSPITAL,"5301 E HURON RIVER DR
ANN ARBOR, MI
(42.261803, -83.659819)",4,1763,32,2274,364709,623.51,627.24,0.08
2957,MI,WASHTENAW,CHELSEA,ST JOSEPH MERCY CHELSEA,"775 S MAIN ST
CHELSEA, MI
(42.310594, -84.016571)",5,940,47,2274,364709,623.51,627.24,0.08
2958,MI,DICKINSON,IRON MOUNTAIN,DICKINSON COUNTY MEMORIAL HOSPITAL,"1721 S STEPHENSON AVE
IRON MOUNTAIN, MI
(45.808572, -88.044268)",3,323,25,329,25535,1288.43,765.63,0.01
2959,MI,MARQUETTE,MARQUETTE,UP HEALTH SYSTEM - MARQUETTE,"420 W MAGNETIC
MARQUETTE, MI
(46.553619, -87.399821)",3,680,28,690,66435,1038.61,773.24,0.03
2960,MI,MARQUETTE,ISHPEMING,BELL HOSPITAL,"901 LAKESHORE DRIVE
ISHPEMING, MI
(46.498665, -87.682993)",5,266,32,690,66435,1038.61,773.24,0.03
2961,MI,MONTCALM,GREENVILLE,SPECTRUM HEALTH UNITED HOSPITAL,"615 S BOWER STREET
GREENVILLE, MI
(43.175469, -85.268781)",4,468,28,616,62974,978.18,795.5,0.02
2962,MI,MONTCALM,CARSON CITY,SPARROW CARSON HOSPITAL,"406 EAST ELM ST
CARSON CITY, MI
(43.175989, -84.843788)",4,245,33,616,62974,978.18,795.5,0.02
2963,MI,MONROE,MONROE,PROMEDICA MONROE REGIONAL HOSPITAL,"718 N MACOMB ST
MONROE, MI
(41.925143, -83.389075)",2,344,22,1458,149208,977.16,777.52,0.05
2964,MI,MECOSTA,BIG RAPIDS,SPECTRUM HEALTH BIG RAPIDS HOSPITAL,"605 OAK STREET
BIG RAPIDS, MI
(43.693126, -85.475763)",4,354,23,399,43221,923.16,759.63,0.01
2965,MI,ISABELLA,MOUNT PLEASANT,MCLAREN CENTRAL MICHIGAN,"1221 SOUTH DRIVE
MOUNT PLEASANT, MI
(43.598528, -84.761389)",3,613,29,500,71282,701.44,773.62,0.02
2966,MI,CRAWFORD,GRAYLING,MUNSON HEALTHCARE GRAYLING HOSPITAL,"1100 E MICHIGAN AVE
GRAYLING, MI
(44.667251, -84.707939)",4,673,34,165,13744,1200.52,804.26,0.01
2967,MI,CALHOUN,BATTLE CREEK,BRONSON BATTLE CREEK HOSPITAL,"300 NORTH AVENUE
BATTLE CREEK, MI
(42.330559, -85.180405)",3,443,23,1519,134386,1130.33,875.84,0.06
2968,MI,CALHOUN,MARSHALL,OAKLAWN HOSPITAL,"200 N MADISON
MARSHALL, MI
(42.273533, -84.957796)",4,304,27,1519,134386,1130.33,875.84,0.06
2969,MI,SAGINAW,SAGINAW,ST MARY'S OF MICHIGAN MEDICAL CENTER,"800 S WASHINGTON AVENUE
SAGINAW, MI
(43.426012, -83.941936)",3,1686,33,2132,192326,1108.53,816.16,0.08
2970,MI,SAGINAW,SAGINAW,COVENANT MEDICAL CENTER,"1447 N HARRISON
SAGINAW, MI
(43.428097, -83.955548)",4,435,31,2132,192326,1108.53,816.16,0.08
2971,MI,GRAND TRAVERSE,TRAVERSE CITY,MUNSON MEDICAL CENTER,"1105 SIXTH STREET
TRAVERSE CITY, MI
(44.761645, -85.641588)",4,409,36,868,92084,942.62,696,0.03
2972,MI,WEXFORD,CADILLAC,MUNSON HEALTHCARE CADILLAC HOSPITAL,"400 HOBART ST
CADILLAC, MI
(44.246148, -85.390456)",4,331,31,330,33163,995.08,744.6,0.01
2973,MI,IOSCO,TAWAS CITY,TAWAS ST JOSEPH HOSPITAL,"200 HEMLOCK
TAWAS CITY, MI
(44.274911, -83.511002)",3,328,34,423,25327,1670.15,912.05,0.02
2974,MI,OGEMAW,WEST BRANCH,WEST BRANCH REGIONAL MEDICAL CENTER,"2463 SOUTH M-30
WEST BRANCH, MI
(44.26283, -84.24623)",4,338,36,349,20904,1669.54,1010.79,0.01
2975,MI,HOUGHTON,HANCOCK,UP HEALTH SYSTEM PORTAGE,"500 CAMPUS DRIVE
HANCOCK, MI
(47.141346, -88.585643)",4,307,28,353,36555,965.67,774.4,0.01
2976,MI,HOUGHTON,LAURIUM,ASPIRUS KEWEENAW HOSPITAL,"205 OSCEOLA
LAURIUM, MI
(47.237538, -88.444038)",4,259,39,353,36555,965.67,774.4,0.01
2977,MI,INGHAM,LANSING,MCLAREN GREATER LANSING,"401 W GREENLAWN AVE
LANSING, MI
(42.704799, -84.555111)",3,760,37,2059,288051,714.8,732.58,0.08
2978,MI,INGHAM,LANSING,EDWARD W SPARROW HOSPITAL,"1215 E MICHIGAN AVENUE
LANSING, MI
(42.733609, -84.534816)",3,3059,33,2059,288051,714.8,732.58,0.08
2979,MI,SHIAWASSEE,OWOSSO,MEMORIAL HEALTHCARE,"826 WEST KING STREET
OWOSSO, MI
(43.005075, -84.182076)",4,525,30,729,68554,1063.4,836.56,0.03
2980,MI,HURON,BAD AXE,HURON MEDICAL CENTER,"1100 SOUTH VAN DYKE ROAD
BAD AXE, MI
(43.802234, -83.030815)",3,306,26,452,31481,1435.79,829.87,0.02
2981,MI,HURON,PIGEON,SCHEURER HOSPITAL,"170 N CASEVILLE RD
PIGEON, MI
(43.834329, -83.279517)",4,160,45,452,31481,1435.79,829.87,0.02
2982,MI,OTSEGO,GAYLORD,OTSEGO MEMORIAL HOSPITAL,"825 N CENTER AVE
GAYLORD, MI
(45.035332, -84.673887)",4,409,43,266,24470,1087.05,781.12,0.01
2983,MI,EMMET,PETOSKEY,MCLAREN NORTHERN MICHIGAN,"416 CONNABLE AVE
PETOSKEY, MI
(45.373477, -84.969152)",4,852,39,392,33182,1181.36,748.79,0.01
2984,MI,CHIPPEWA,SAULT SAINTE MARIE,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,"500 OSBORN BLVD
SAULT SAINTE MARIE, MI
(46.498099, -84.349513)",4,375,35,336,37724,890.68,723.28,0.01
2985,MI,CLARE,CLARE,MIDMICHIGAN MEDICAL CENTER-CLARE,"703 N MCEWAN ST
CLARE, MI
(43.820724, -84.768349)",4,280,37,451,30358,1485.61,975.05,0.02
2986,MI,MIDLAND,MIDLAND,MIDMICHIGAN MEDICAL CENTER-MIDLAND,"4000 WELLNESS DRIVE
MIDLAND, MI
(43.635617, -84.261689)",3,873,40,797,83462,954.93,700.06,0.03
2987,MI,LAPEER,LAPEER,MCLAREN LAPEER REGION,"1375 N MAIN ST
LAPEER, MI
(43.06271, -83.319345)",2,735,30,889,88340,1006.34,835.93,0.03
2988,MI,ARENAC,STANDISH,SAINT MARY'S STANDISH COMMUNITY HOSPITAL,"805 W CEDAR ST
STANDISH, MI
(43.98283, -83.969352)",4,178,34,228,15122,1507.74,935.8,0.01
2989,MI,MANISTEE,MANISTEE,MUNSON HEALTHCARE MANISTEE HOSPITAL,"1465 E PARKDALE AVE
MANISTEE, MI
(44.272355, -86.273439)",3,424,27,323,24373,1325.24,809.76,0.01
2990,MI,MACKINAC,SAINT IGNACE,MACKINAC STRAITS HOSPITAL AND HEALTH CENTER,"1140 N STATE STREET
SAINT IGNACE, MI
(45.891024, -84.727569)",4,139,51,137,10820,1266.17,780.59,0.0
2991,TX,HAYS,SAN MARCOS,CENTRAL TEXAS MEDICAL CENTER,"1301 WONDER WORLD DRIVE
SAN MARCOS, TX
(29.852359, -97.947738)",3,486,16,1088,204470,532.11,686.04,0.04
2992,TX,HAYS,KYLE,SETON MEDICAL CENTER HAYS,"6001 KYLE PKWY
KYLE, TX
(30.007734, -97.85528)",4,674,32,1088,204470,532.11,686.04,0.04
2993,MI,SCHOOLCRAFT,MANISTIQUE,SCHOOLCRAFT MEMORIAL HOSPITAL,"7870W US HIGHWAY 2
MANISTIQUE, MI
(45.944963, -86.275716)",5,180,41,112,8001,1399.83,749.24,0.0
2994,MI,GLADWIN,GLADWIN,MIDMICHIGAN MEDICAL CENTER-GLADWIN,"515 QUARTER STREET
GLADWIN, MI
(43.975731, -84.495354)",4,140,40,367,25122,1460.87,888.52,0.01
2995,MI,TUSCOLA,CASS CITY,HILLS & DALES GENERAL HOSPITAL,"4675 HILL STREET
CASS CITY, MI
(43.604308, -83.181126)",4,193,35,618,53338,1158.65,826.5,0.02
2996,MI,CLINTON,SAINT JOHNS,SPARROW CLINTON HOSPITAL,"805 S OAKLAND
SAINT JOHNS, MI
(42.993435, -84.555808)",5,211,41,603,77888,774.19,630.14,0.02
2997,TX,TAYLOR,ABILENE,HENDRICK MEDICAL CENTER,"1900 PINE
ABILENE, TX
(32.471553, -99.73118)",3,660,23,1323,136535,968.98,881.26,0.05
2998,TX,TAYLOR,ABILENE,ABILENE REGIONAL MEDICAL CENTER,"6250 HWY 83/84
ABILENE, TX
(32.374006, -99.742595)",3,582,28,1323,136535,968.98,881.26,0.05
2999,TX,KAUFMAN,KAUFMAN,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,"850 ED HALL
KAUFMAN, TX
(32.591127, -96.317363)",4,205,20,918,118350,775.67,856.62,0.03
3000,TX,WISE,DECATUR,WISE REGIONAL HEALTH SYSTEM,"609 MEDICAL CENTER DRIVE
DECATUR, TX
(33.220263, -97.593107)",3,611,19,658,64455,1020.87,972.7,0.02
3001,TX,ANGELINA,LUFKIN,CHI ST LUKES HEALTH MEMORIAL LUFKIN,"1201 WEST FRANK STREET
LUFKIN, TX
(31.337324, -94.742481)",3,791,21,907,87791,1033.14,876.51,0.03
3002,TX,ANGELINA,LUFKIN,WOODLAND HEIGHTS MEDICAL CENTER,"505 SOUTH JOHN REDDITT DRIVE
LUFKIN, TX
(31.327737, -94.756139)",4,564,26,907,87791,1033.14,876.51,0.03
3003,TX,HOPKINS,SULPHUR SPRINGS,CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS,"115 AIRPORT RD
SULPHUR SPRINGS, TX
(33.15622, -95.599648)",2,238,17,363,36400,997.25,770.66,0.01
3004,TX,FALLS,MARLIN,FALLS COMMUNITY HOSPITAL AND CLINIC,"322 COLEMAN STREET
MARLIN, TX
(31.30747, -96.893901)",4,151,50,193,17273,1117.35,880.3,0.01
3005,TX,COLORADO,COLUMBUS,COLUMBUS COMMUNITY HOSPITAL,"110 SHULT DR
COLUMBUS, TX
(29.694287, -96.542483)",4,200,34,263,21019,1251.25,789.21,0.01
3006,TX,TOM GREEN,SAN ANGELO,SAN ANGELO COMMUNITY MEDICAL CENTER,"3501 KNICKERBOCKER ROAD
SAN ANGELO, TX
(31.420076, -100.470132)",4,591,24,1030,118386,870.04,755.7,0.04
3007,TX,TOM GREEN,SAN ANGELO,SHANNON MEDICAL CENTER,"120 EAST HARRIS AVENUE
SAN ANGELO, TX
(31.464485, -100.43509)",4,1025,21,1030,118386,870.04,755.7,0.04
3008,TX,RUSK,HENDERSON,ETMC HENDERSON,"300 WILSON STREET
HENDERSON, TX
(32.161614, -94.796433)",3,182,17,523,52732,991.81,841.23,0.02
3009,TX,MATAGORDA,BAY CITY,MATAGORDA REGIONAL MEDICAL CENTER,"104 7TH STREET
BAY CITY, TX
(28.982805, -95.99129)",3,265,17,426,37187,1145.56,971.4,0.02
3010,TX,COLLIN,MCKINNEY,MEDICAL CENTER OF MCKINNEY,"4500 MEDICAL CENTER DRIVE
MCKINNEY, TX
(33.159842, -96.635503)",3,1147,20,4208,939585,447.86,562.08,0.15
3011,TX,COLLIN,FRISCO,BAYLOR MEDICAL CENTER AT FRISCO,"5601 WARREN PARKWAY
FRISCO, TX
(33.10671, -96.837919)",4,1135,27,4208,939585,447.86,562.08,0.15
3012,TX,COLLIN,PLANO,MEDICAL CENTER OF PLANO,"3901 W 15TH ST
PLANO, TX
(33.019387, -96.76573)",3,2043,21,4208,939585,447.86,562.08,0.15
3013,TX,COLLIN,PLANO,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,"6200 W PARKER RD
PLANO, TX
(33.045125, -96.837073)",4,1626,19,4208,939585,447.86,562.08,0.15
3014,TX,COLLIN,ALLEN,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,"1105 CENTRAL EXPRESSWAY NORTH
ALLEN, TX
(33.115433, -96.671504)",4,520,19,4208,939585,447.86,562.08,0.15
3015,TX,COLLIN,PLANO,BAYLOR REGIONAL MEDICAL CENTER AT PLANO,"4700 ALLIANCE BOULEVARD
PLANO, TX
(33.014361, -96.791185)",4,1364,26,4208,939585,447.86,562.08,0.15
3016,TX,COLLIN,FRISCO,BAYLOR SCOTT AND WHITE MEDICAL CENTER CENTENNIAL,"12505 LEBANON ROAD
FRISCO, TX
(33.115871, -96.769892)",3,649,24,4208,939585,447.86,562.08,0.15
3017,TX,COLLIN,PLANO,TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN,"6020 W PARKER ROAD
PLANO, TX
(33.045103, -96.832226)",4,180,27,4208,939585,447.86,562.08,0.15
3018,TX,COLLIN,PLANO,THE HEART HOSPITAL BAYLOR PLANO,"1100 ALLIED DRIVE
PLANO, TX
(33.015252, -96.79012)",4,1525,37,4208,939585,447.86,562.08,0.15
3019,TX,COLLIN,MCKINNEY,METHODIST MCKINNEY HOSPITAL,"8000 W ELDORADO PKWY
MCKINNEY, TX
(33.175576, -96.721897)",4,371,37,4208,939585,447.86,562.08,0.15
3020,TX,COLLIN,MC KINNEY,BAYLOR SCOTT AND WHITE  MEDICAL CENTER  MCKINNEY,"5252 WEST UNIVERSITY DRIVE
MC KINNEY, TX
(33.218404, -96.68102)",4,1162,20,4208,939585,447.86,562.08,0.15
3021,TX,NAVARRO,CORSICANA,NAVARRO REGIONAL HOSPITAL,"3201 WEST HIGHWAY 22
CORSICANA, TX
(32.085083, -96.503582)",3,406,23,563,48523,1160.27,950,0.02
3022,TX,HALE,PLAINVIEW,COVENANT HOSPITAL PLAINVIEW,"2601 DIMMITT RD
PLAINVIEW, TX
(34.207214, -101.731626)",4,476,39,308,34263,898.93,889.61,0.01
3023,TX,UVALDE,UVALDE,UVALDE MEMORIAL HOSPITAL,"1025 GARNER FIELD ROAD
UVALDE, TX
(29.215126, -99.768668)",4,199,22,244,27285,894.26,742.62,0.01
3024,TX,BROWN,BROWNWOOD,BROWNWOOD REGIONAL MEDICAL CENTER,"1501 BURNET DR
BROWNWOOD, TX
(31.680211, -98.988158)",3,497,27,503,38271,1314.31,946.27,0.02
3025,TX,GILLESPIE,FREDERICKSBURG,HILL COUNTRY MEMORIAL HOSPITAL INC,"1020 SOUTH STATE HIGHWAY 16
FREDERICKSBURG, TX
(30.262187, -98.880491)",5,345,35,357,26521,1346.1,653.79,0.01
3026,TX,PALO PINTO,MINERAL WELLS,PALO PINTO GENERAL HOSPITAL,"400 SOUTHWEST 25 AVE
MINERAL WELLS, TX
(32.799552, -98.145406)",2,227,21,348,28053,1240.51,957.57,0.01
3027,TX,SAN PATRICIO,ARANSAS PASS,CARE REGIONAL MEDICAL CENTER,"1711 W WHEELER AVENUE
ARANSAS PASS, TX
(27.915921, -97.161829)",1,115,23,611,67655,903.11,857.28,0.02
3028,TX,NACOGDOCHES,NACOGDOCHES,MEMORIAL HOSPITAL,"1204 MOUND ST
NACOGDOCHES, TX
(31.612411, -94.649469)",3,596,23,543,65806,825.15,816.21,0.02
3029,TX,NACOGDOCHES,NACOGDOCHES,NACOGDOCHES MEDICAL CENTER,"4920 NE STALLINGS DRIVE
NACOGDOCHES, TX
(31.652058, -94.654265)",3,460,27,543,65806,825.15,816.21,0.02
3030,TX,JASPER,JASPER,CHRISTUS JASPER MEMORIAL HOSPITAL,"1275 MARVIN HANCOCK DRIVE
JASPER, TX
(30.907639, -94.008533)",3,158,16,419,35648,1175.38,910.65,0.02
